Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Output
-0.9351006391004563,-0.36185751255222715,1.278519035759052,-0.5936766371097729,-0.07574278377193455,0.386923822889885
-0.22662798529079992,0.8311284709396798,0.6344919019740901,-1.2289386628700696,-0.07462727174427516,0.4332758383707167
0.3546700330302956,0.24673118824673437,-0.6543291372496814,-0.6365338825662821,-1.899642924875299,0.7756879023051061
1.1912182128203805,0.25019567726582265,1.4896411854745835,-1.673049018343522,-1.8924469172596563,0.5853221722904609
-2.2211061818053723,-1.5138243680088812,-1.1257756740946316,-0.9531723832852504,-0.9637747243187443,0.352977701412008
0.8519243622386943,0.9244202442226143,-0.6373370564759373,0.01257072380842184,0.46552017381835553,0.5993411451226839
-2.4157193255810516,-0.3590856566099265,1.1657144801662256,0.8991357054881315,0.6026446271500532,0.3474118379851031
-0.7811496800960562,1.674753060406893,-1.1553206111149406,-1.087156647535862,0.4140060549287804,0.3241513718755734
-0.6034807495744337,0.06277921014752047,1.205531722821593,0.8145642321929777,0.9366905676562752,0.26223258026665675
-0.7901791256193013,-0.7242753254817467,-0.6285850516496583,0.027578640312300978,0.9492810799368635,0.7064782193134148
-1.6740209095289826,-1.5731912251126714,0.9916748403924212,-1.3525354841445218,0.7516358936680408,0.9091386703185717
0.39087071611248936,1.0673503400554356,1.6102342159550906,-0.47259045793870813,0.6262487976976406,0.6540970306826784
0.5398508618628091,0.8740554746592819,0.318836707378813,-0.06791387277408593,1.1578294746353337,0.624902227128375
0.15956204290295342,-0.007029188764020486,0.11411397017522892,0.011841552703121722,-0.7881932159555131,0.7159680614388552
-0.7789275098318783,-0.6720715268541725,-1.837822342166825,-0.7751162122123376,-0.07555983226999115,0.5800724101826351
0.8299461811975044,-0.5664572751493873,-0.1903294517838799,-1.0929735872353639,0.005875319225930042,0.7062145752279827
-0.18672901070848374,-1.5095958384735828,0.8370417148598823,0.8099801591154313,0.8196524470370019,0.8311065378049448
-0.6856682754894385,-0.5210118208111332,0.32399745145527636,-1.0987566881675277,-0.5760998272991691,0.8426638309764987
1.210181665882562,-0.6459041109089921,-0.5702517409263718,-0.3519809949358681,-0.3113573109222519,0.17199049383511278
0.8001009759873613,-2.51448256508462,0.7016807046304148,0.11917126827865865,-0.5685356406678238,0.5412672457620745
0.961399171900898,0.653391988379919,-0.5161799402628753,0.026905345655886998,-2.6764279251020655,0.548630989794202
0.5435189799714848,-0.24096551052923332,0.858609981630359,-0.5296970467179918,1.7875885268903777,0.09906432790820141
0.4924429311499185,1.150729818677879,0.9552041195568476,0.16878480625346462,-0.27125366200694895,0.3405519171185778
-1.4358994402421126,0.10378129946975116,0.7288928761675717,1.1440393065390364,-1.567457292280265,0.6623719228120283
0.6370567398955461,-0.6865629259364403,0.4631180519798091,-0.06134977408164603,-2.4906302361669748,0.015297261033593856
-0.21216907609118635,-0.7014035391709645,-1.6609180690335068,-0.8080087459531289,-0.13254170418760744,0.4563991992292509
0.5631075402108199,1.2234376621355494,-0.5647104349600597,0.6966153343235556,0.11221990471139505,0.8895421449417874
-0.5922819799703988,2.4219086213707044,-0.23167547297249771,0.3184941337510102,1.9712648112643816,0.14123789920672747
1.8195430562456663,-1.2217556560408809,-0.5550241836694456,0.2592928553408113,-0.15527592967771162,0.03664665264543232
1.4235569628634719,-1.3534259128651587,0.7295760115600962,-0.6962908945236176,0.8052566725010674,0.1528646529926092
0.5491957167303636,-0.38539127397393774,-0.15452731306141385,-1.471333171890243,-0.046181547260239195,0.2716742771975268
-0.4830415207914171,1.9863268959232006,-1.3524824295926314,-0.5617927421453077,1.2128839988748055,0.5588836516950266
0.4917048333035782,0.3765786487858074,0.17939227112923214,0.8932860549104849,1.1947783252040094,0.2631912580818042
-0.036225944594481994,-0.1423135889345794,0.143137965400874,-1.0259154236123282,-0.46446290027067766,0.46615378176197886
0.09258364819007416,-0.40830216125379293,-0.4875420055348427,0.5921827714590683,1.8955422330731597,0.0004085297357400153
2.1776437711176047,-1.0805451301567726,-0.5283483926666102,1.6884213536205686,1.206118190426647,0.024434299517066438
0.7701410561824852,-1.8150207475053148,-0.5312804724424984,-1.8548204577089056,0.4831591706867894,0.7010074760170252
0.83562118680204,0.4635170258020187,-0.3005042238313481,0.10836321129275633,1.8909463326266396,0.18954942687742204
0.22398325839228672,-1.5580700441222328,-0.5477137324227993,1.0076439155650871,0.1485399729372202,0.9191083911183968
-0.3308320979949642,0.4148709457922002,-0.9448554030937121,-0.9181005977490371,0.41061705750931815,0.6058373820749564
0.07728967957322619,0.20237899816371285,-1.0525537061835295,0.9780577800320199,-0.03565952484347524,0.14528243272562957
-0.22105860157957383,0.6341116880929774,-0.8658839751511688,0.32095182806985517,1.015442452273334,0.09872080651053139
-1.9373021978061145,-0.27832063494384957,0.01664580871262791,-0.2249717821844456,-0.08651040670924981,0.24404156737110683
-0.5751912302683893,0.0754535909762322,-0.7187192405598194,0.15872717163581768,0.15711558825754524,0.39110601943286394
0.30148579150547394,0.18866396161403523,-1.8652068541952962,-1.0476769991086283,1.5662097488454405,0.47705786603603484
-0.30324034218882706,-0.12469854769337628,0.25982526818802226,0.4063073616296148,0.5273672159395869,0.4037532281847137
-0.5431335292637532,-1.102331962172827,0.30235773640440083,-0.9183199405069645,-1.121854359101045,0.07641873534908517
0.24478845381659484,0.3543332459696611,0.27464134388869793,-0.5934528363666658,1.4785646976201612,0.9692750811434827
-0.13085157787876917,-0.14792916155077107,1.7303628218180787,1.444702233113035,0.6642579208000982,0.5107369872671262
-0.45627006765999706,-0.36400912309322614,-0.19910480814194068,0.3299832671390988,0.3309412218709473,0.24746109177738684
-0.980865854392927,-0.24379697022053443,-2.031768041841514,-1.0001306681633662,0.14004229055315703,0.4768193072965674
-0.3816933340441141,-1.875161327681553,0.16050836848587255,-1.130071425275704,-0.29143036687008206,0.11902096521892158
0.3408952874066828,-0.9250582794482173,0.766352405323398,-1.09796150097516,-0.20601412449513556,0.059210633483403496
0.24393449137625034,-0.1679873514941426,1.2044247970072197,-0.3831380228010088,-0.107614137330721,0.3154019898845425
-0.014216522211542288,-2.5436759880360835,0.3808533644943631,-0.17180452824367975,-0.9156967983271816,0.5042844763461297
-0.9468618249726983,0.31541007157036,-1.7204616010110156,-0.5799979104130579,-1.841955445103178,0.38805395867940995
0.6769855231326717,0.44204082189262134,-0.2684579502131073,0.7867532708038447,-1.053662098826127,0.8215530368221651
-2.3655415323418647,1.1295197510445047,0.05629827439556841,0.8288197574621727,0.4514012172258748,0.4265815382710909
0.5543631560937032,-1.0941320987031748,0.3518507775402187,0.7961659802982732,-0.5858022612202696,0.5289847144248663
0.6306317938149161,-0.4947181530288005,-0.803948129827011,0.08072864265719316,-0.5380300115235698,0.028656423864002134
-0.4826058250902137,1.0829546218201562,1.0767465578268667,0.34254521168323737,1.2381319609465797,0.3869017206575168
-0.6980775360720127,-0.09695272359193016,0.3042619972919767,-0.22499121466647765,0.02943648690891627,0.47120662780687816
-0.42054198905937634,0.284459920603628,-1.5673460380930337,-0.5098458875606541,0.40938470985896896,0.2909253037159316
0.7478122210604298,0.3614980718512834,0.47532949504067323,-1.3070100608304023,-0.9251143195913253,0.9553324225392053
-0.6045072881557922,0.3101250298700785,-0.17923478912833388,-0.8288113447429829,-0.9154503261375588,0.0697291077254153
0.6064439074214468,-0.3409907449806731,1.4165304058546586,-1.7525448439270341,-0.5665057947723546,0.07630828384304345
-0.8707941680614717,-0.2077643864142013,-1.470305838202547,0.4099787268957931,-0.21169466055883301,0.9992890859747922
-0.043727205562552905,1.6271358076840636,-0.2291902288763706,1.238480351974617,0.45122060370991957,0.3742626069931545
-1.184847502180515,0.1306140377576219,-0.46440955467942363,-1.8699820781651073,-0.5397139517209661,0.6488034322345709
-0.6071585379358565,0.3987141567804316,0.40874158722100923,-0.695245431447703,0.4992787176723723,0.08742595359439576
0.18930926121536482,0.3249160620804109,0.6953889861416742,0.12653076071964345,-0.7082172316231135,0.407007092074818
0.051132955632159395,1.0157579010702327,-0.8174868499044277,-0.1914149215576159,2.540995130703482,0.8299705443302818
0.1412524694382406,-1.1728190063980262,0.2862417877141209,1.1812621552920402,0.06181611169870139,0.43565956453897203
0.09306080908968992,-0.006903079028838256,-0.1227918020712922,-0.8777860253896329,0.15693153060312187,0.9874283853940691
-0.73796956168827,-0.338018178781676,-0.9431828036571072,-0.8751590224406433,0.24030379584497513,0.24051728326884747
-0.6679013354949549,-0.6758672003875624,0.06604614537898189,1.3758452842413738,0.44001971089936814,0.6610788739581549
-1.435464315843858,-1.5064587407266032,-0.567609629135827,1.2225186525256986,-1.173350759832202,0.9412493868308868
-1.956564059170273,-1.4749909006024373,0.3267289662251963,-1.0714400324017728,-0.8305123708530617,0.02347495415980727
-0.8817170716678838,-0.05735384733130757,-0.9315530709210541,1.940541911078032,-0.031413887740936675,0.44363203684220776
1.7096819699448145,-0.02360686853325796,1.142051447896275,-0.7543773088397053,-0.15529479735014348,0.826184504085849
0.12982820144850823,-0.6822195349827966,-1.2011642291406894,0.25453712944825296,0.7959038431128042,0.4271331608631722
-0.3704567814632619,0.630248258315014,1.1185901709166657,-0.04242393609669266,1.622428926841971,0.37869191282811443
0.5932106451373984,-0.20185036880684293,0.2957966624745206,0.5662519542231376,-1.2154322119585386,0.8676227560463284
0.8888975920762142,-0.11942399162217134,-0.3311322975254021,-0.6838705970887221,0.42670864135565256,0.4329677671548361
-1.1804521433237813,1.7319381726936371,0.13372551750570183,1.2830523245518777,0.13181334150380455,0.35939810038197006
-1.6790712717236418,-0.7134759942688799,-0.4939392741620923,-0.5746484121463536,-0.026221982020320972,0.16854931360253878
0.5746727645641025,-1.4660027057731482,0.5897036572169685,0.18110998853149493,-0.37243665431537415,0.14616209106595535
0.3470237229614029,1.0627793303451645,0.5669088761044527,0.2986008597893493,-0.02509280951751648,0.11134530247148733
-1.1515223176446925,-0.2296468825152023,1.7900114422452897,-0.34228646146455005,-0.08691368938704075,0.4139046488682018
-0.35101280155354236,-1.537826944887928,-1.4301332286273174,0.34206385941750767,-0.3945866908932284,0.897602748853003
0.7220432636655478,-1.5739307135021796,-0.2994649682380187,-0.30362447385173214,1.6375958833657638,0.18395239619296067
-0.31021489854978945,0.1777268761166294,0.5633982073941273,0.5240520195534186,0.9219937328177733,0.7051788290453941
0.5736165833583845,-2.3859947378833786,0.23608538583129507,0.05452614816407588,0.21180486972864368,0.976028945070916
0.10748329098623685,-0.9233455260371979,-1.3509579202307094,0.10388959046910663,-0.17757144434127892,0.3432059164621578
0.17308325346807227,-0.24899134738144074,0.032376126094284696,-1.761666747549246,-1.4944709792471862,0.2703197601377543
-0.19476788454285104,-1.6978933684238755,0.07004305096485673,0.8901714071817359,0.4004022507720472,0.925194051302807
-0.2380553065912574,0.8427712316558078,-0.23581947385448437,1.0344153617585037,-0.4227115810493075,0.550445223218495
-0.24399635958458898,0.867258678367329,0.6198695463309256,0.29801824148026845,1.1745046793713976,0.39621544423891086
-1.1268907836071267,-1.3703425243555827,-1.3575544330830775,0.2454774145902124,-0.15872570266193595,0.9501171753630842
-0.26110556893870346,1.6314572198897432,0.36154096309193867,-0.7785401353385452,-0.3670009214861306,0.8061291319664792
